name,time,litres
water_tank,1616381319300208941,0
water_tank,1616381349416839877,0
water_tank,1616381379476285602,0
water_tank,1616381409555194177,0
water_tank,1616381499810308612,0
water_tank,1616381529926701428,0
water_tank,1616381559985283739,0
water_tank,1616381590066599390,0
water_tank,1616381860829967082,0
water_tank,1616381890967696376,0
water_tank,1616381942639508528,15785
water_tank,1616381952661711313,0
water_tank,1616381983020422746,0
water_tank,1616382008461706476,10877
water_tank,1616382018483040976,0
water_tank,1616382048588194488,0
water_tank,1616382072236616704,7693
water_tank,1616382082219455523,0
water_tank,1616382112335433610,0
water_tank,1616382126139903418,12999
water_tank,1616382136140490410,0
water_tank,1616382166237525355,0
water_tank,1616382196342221109,0
water_tank,1616382211642687852,2918
water_tank,1616382221645155818,0
water_tank,1616382251777284274,0
water_tank,1616382282058574116,0
water_tank,1616382291859558551,0
water_tank,1616382301849298215,0
water_tank,1616382331959584547,0
water_tank,1616382362089240973,0
water_tank,1616382392197861493,0
water_tank,1616382524423561781,0
water_tank,1616382554525731946,0
water_tank,1616382584617126086,0
water_tank,1616382614742185757,0
water_tank,1616382644857315881,0
water_tank,1616382674952897416,0
water_tank,1616382684949542360,12071
water_tank,1616382694951828521,0
water_tank,1616382725096979616,0
water_tank,1616382755145231229,0
water_tank,1616382785225132324,0
water_tank,1616382815290544791,0
water_tank,1616382845369130652,0
water_tank,1616382875445672099,0
water_tank,1616382905577203433,0
water_tank,1616382935623653161,0
water_tank,1616382965701541721,0
water_tank,1616382995785126135,0
water_tank,1616383025861059279,0
water_tank,1616383039951339167,10479
water_tank,1616383049958693110,0
water_tank,1616383080087399720,0
water_tank,1616383110132625534,0
water_tank,1616383140228001842,0
water_tank,1616383170323287078,0
water_tank,1616383200402505352,0
water_tank,1616383230498843066,0
water_tank,1616383260626809807,0
water_tank,1616383290690539233,0
water_tank,1616383320785350221,0
water_tank,1616383350881117510,0
water_tank,1616383380977812094,0
water_tank,1616383411088134436,0
water_tank,1616383441236825023,0
water_tank,1616383471298843501,0
water_tank,1616383501392815077,0
water_tank,1616383511392202984,0
water_tank,1616383521389422382,6499
water_tank,1616383531391233642,0
water_tank,1616383541393595795,0
water_tank,1616383571488981804,0
water_tank,1616383601605309650,0
water_tank,1616383631726817380,0
water_tank,1616383661814806981,0
water_tank,1616383691902427727,0
water_tank,1616383711886941027,14326
water_tank,1616383721896107076,0
water_tank,1616383731894618789,0
water_tank,1616383760397333967,7295
water_tank,1616383770414323061,0
water_tank,1616383787847912490,9020
water_tank,1616383798172037689,0
water_tank,1616383818923781210,12601
water_tank,1616383828925842823,0
water_tank,1616383838939943892,0
water_tank,1616383869053659969,0
water_tank,1616383899180437720,0
water_tank,1616383927916527945,15520
water_tank,1616383937918438571,0
water_tank,1616383968041968782,0
water_tank,1616383998187210379,0
water_tank,1616384028571024263,0
water_tank,1616384055707599090,5438
water_tank,1616384065707414473,0
water_tank,1616384095802781970,0
water_tank,1616384109499831025,4510
water_tank,1616384119500118428,0
water_tank,1616384139692942699,4112
water_tank,1616384149691414742,0
water_tank,1616384160127062023,15520
water_tank,1616384170090379921,0
water_tank,1616384180089260441,0
water_tank,1616384203096894765,15387
water_tank,1616384213080923076,0
water_tank,1616384223079705583,0
water_tank,1616384243370953515,7295
water_tank,1616384253368497987,0
water_tank,1616384280151428963,15520
water_tank,1616384290134489371,0
water_tank,1616384313366652325,15520
water_tank,1616384323015878969,0
water_tank,1616384333057231691,0
water_tank,1616384343003270001,0
water_tank,1616384373098573748,0
water_tank,1616384391878675272,6897
water_tank,1616384401879391711,0
water_tank,1616384414776797073,4112
water_tank,1616384424758807222,0
water_tank,1616384454853560552,0
water_tank,1616384484949696162,0
water_tank,1616384515087261733,0
water_tank,1616384545163555616,0
water_tank,1616384575271338182,0
water_tank,1616384605364191447,0
water_tank,1616384635475962183,0
water_tank,1616384665606871709,0
water_tank,1616384695761109782,0
water_tank,1616384726151691013,0
water_tank,1616384755994617658,0
water_tank,1616384786327169620,0
water_tank,1616384816228903313,0
water_tank,1616384846358782657,0
water_tank,1616384876507089427,0
water_tank,1616384906581197083,0
water_tank,1616384936711175205,0
water_tank,1616384966821680316,0
water_tank,1616384996904543095,0
water_tank,1616385026996545708,0
water_tank,1616385057127267090,0
water_tank,1616385087172038892,0
water_tank,1616385117270335932,0
water_tank,1616385147348740446,0
water_tank,1616385177441670330,0
water_tank,1616385207537723670,0
water_tank,1616385234209829493,15122
water_tank,1616385244576553315,0
water_tank,1616385261007213371,2387
water_tank,1616385270998899930,0
water_tank,1616385301090798326,0
water_tank,1616385322172551565,7428
water_tank,1616385332175226109,0
water_tank,1616385345964228781,10877
water_tank,1616385355952910541,0
water_tank,1616385386048449102,0
water_tank,1616385416144213369,0
water_tank,1616385431567712884,13795
water_tank,1616385441536854245,0
water_tank,1616385471616880818,0
water_tank,1616385501698988848,0
water_tank,1616385531791213859,0
water_tank,1616385561887657050,0
water_tank,1616385682267270975,0
water_tank,1616385712380891657,0
water_tank,1616385742476110562,0
water_tank,1616385772574002289,0
water_tank,1616385802716913212,0
water_tank,1616385826696789862,3316
water_tank,1616385836697862791,0
water_tank,1616385866827004019,0
water_tank,1616385896922600148,0
water_tank,1616385927032736442,0
water_tank,1616385957147916727,0
water_tank,1616385974077523975,4908
water_tank,1616385984045212453,0
water_tank,1616386014168491748,0
water_tank,1616386024169203829,0
water_tank,1616386051464867856,7561
water_tank,1616386061467714843,0
water_tank,1616386071480779351,0
water_tank,1616386101604136329,0
water_tank,1616386131687240101,0
water_tank,1616386161783068125,0
water_tank,1616386191918106259,0
water_tank,1616386221973934656,0
water_tank,1616386252087996857,0
water_tank,1616386282215006495,0
water_tank,1616386312295166861,0
water_tank,1616386342436943331,0
water_tank,1616386372488065822,0
water_tank,1616386401781631772,10081
water_tank,1616386411781620865,0
water_tank,1616386441878120026,0
water_tank,1616386471989592342,0
water_tank,1616386502291946860,0
water_tank,1616386532216988087,0
water_tank,1616386562273328160,0
water_tank,1616386592393110047,0
water_tank,1616386622483541419,0
water_tank,1616386652594494668,0
water_tank,1616386682723987694,0
water_tank,1616386712902802462,0
water_tank,1616386743296931441,0
water_tank,1616386773150533108,0
water_tank,1616386803235870522,0
water_tank,1616386833411999338,0
water_tank,1616386863491526614,0
water_tank,1616386893663330105,0
water_tank,1616386923733734611,0
water_tank,1616386953858373222,0
water_tank,1616386983955950025,0
water_tank,1616387014053906359,0
water_tank,1616387044148467433,0
water_tank,1616387074266865768,0
water_tank,1616387104671604338,0
water_tank,1616387134403531851,0
water_tank,1616387164496751638,0
water_tank,1616387194624006294,0
water_tank,1616387224720681178,0
water_tank,1616387254867104834,0
water_tank,1616387284945337991,0
water_tank,1616387315039220773,0
water_tank,1616387345154528247,0
water_tank,1616387375266017957,0
water_tank,1616387405677804074,0
water_tank,1616387435558098483,0
water_tank,1616387459530227993,10479
water_tank,1616387469530550639,0
water_tank,1616387499661544212,0
water_tank,1616387529777714043,0
water_tank,1616387559887261460,0
water_tank,1616387589999362969,0
water_tank,1616387620146524039,0
water_tank,1616387650240794600,0
water_tank,1616387678650627921,15652
water_tank,1616387688668267842,0
water_tank,1616387718780597488,0
water_tank,1616387748890379611,0
water_tank,1616387779056938781,0
water_tank,1616387809128355781,0
water_tank,1616387839242650169,0
water_tank,1616387869673380204,0
water_tank,1616387899433223900,0
water_tank,1616387929544376939,0
water_tank,1616387959698230496,0
water_tank,1616387989751884935,0
water_tank,1616388019847034010,0
water_tank,1616388049944956565,0
water_tank,1616388080040025543,0
water_tank,1616388110151399932,0
water_tank,1616388140297178954,0
water_tank,1616388170374346120,0
water_tank,1616388200504707565,0
water_tank,1616388230627981016,0
water_tank,1616388260739749487,0
water_tank,1616388290867772754,0
water_tank,1616388321037468311,0
water_tank,1616388351123867801,0
water_tank,1616388381256210416,0
water_tank,1616388411383223188,0
water_tank,1616388441508893540,0
water_tank,1616388471634320936,0
water_tank,1616388501786927956,0
water_tank,1616388531858221473,0
water_tank,1616388561954321729,0
water_tank,1616388592050133563,0
water_tank,1616388622127578013,0
water_tank,1616388652223466762,0
water_tank,1616388682357533657,0
water_tank,1616388712405120758,0
water_tank,1616388742497259306,0
water_tank,1616388772592676488,0
water_tank,1616388802687846955,0
water_tank,1616388832786827385,0
water_tank,1616388856768142011,6367
water_tank,1616388866807208726,0
water_tank,1616388896867116917,0
water_tank,1616388926946767576,0
water_tank,1616388936929506729,0
water_tank,1616388958911990517,6765
water_tank,1616388968899018055,0
water_tank,1616388999249013435,0
water_tank,1616389029056684102,0
water_tank,1616389059176775515,0
water_tank,1616389089427716002,0
water_tank,1616389119319190914,0
water_tank,1616389149645603547,0
water_tank,1616389179471597236,0
water_tank,1616389209565372261,0
water_tank,1616389239686986101,0
water_tank,1616389269725340694,0
water_tank,1616389299823661914,0
water_tank,1616389329929673746,0
water_tank,1616389360008694811,0
water_tank,1616389390090518287,0
water_tank,1616389400126290576,0
water_tank,1616389410092801341,0
water_tank,1616389440191141389,0
water_tank,1616389470315895899,0
water_tank,1616389500410843512,0
water_tank,1616389530523091631,0
water_tank,1616389560619983712,0
water_tank,1616389570621377095,0
water_tank,1616389600756704588,0
water_tank,1616389630829425613,0
water_tank,1616389660923950897,0
water_tank,1616389691037193560,0
water_tank,1616389721135250895,0
water_tank,1616389751225966498,0
water_tank,1616389781356101868,0
water_tank,1616389811400443622,0
water_tank,1616389841513156666,0
water_tank,1616389871593973572,0
water_tank,1616389901670977362,0
water_tank,1616389931768485920,0
water_tank,1616389961946683219,0
water_tank,1616389991958643660,0
water_tank,1616390022053201475,0
water_tank,1616390052167144842,0
water_tank,1616390082245223076,0
water_tank,1616390112325732698,0
water_tank,1616390142460718118,0
water_tank,1616390172518444614,0
water_tank,1616390202614375189,0
water_tank,1616390232709069857,0
water_tank,1616390262805534614,0
water_tank,1616390292901379108,0
water_tank,1616390323040684984,0
water_tank,1616390353108849967,0
water_tank,1616390383186312605,0
water_tank,1616390413299997467,0
water_tank,1616390443412110699,0
water_tank,1616390473508049415,0
water_tank,1616390503600662476,0
water_tank,1616390516215437526,15122
water_tank,1616390526209107914,0
water_tank,1616390556544794175,0
water_tank,1616390586801267773,0
water_tank,1616390616543955995,0
water_tank,1616390646624662314,0
water_tank,1616390676760800077,0
water_tank,1616390706815459162,0
water_tank,1616390737201245039,0
water_tank,1616390767021638894,0
water_tank,1616390797133881845,0
water_tank,1616390827234626869,0
water_tank,1616390857607274230,0
water_tank,1616390887474460799,0
water_tank,1616390917569101432,0
water_tank,1616390947680811010,0
water_tank,1616390977793291175,0
water_tank,1616391007888799625,0
water_tank,1616391038039306996,0
water_tank,1616391068080622921,0
water_tank,1616391092586384171,6765
water_tank,1616391102595195100,0
water_tank,1616391132688536177,0
water_tank,1616391142685647120,14591
water_tank,1616391152686372361,0
water_tank,1616391182784791402,0
water_tank,1616391212927671130,0
water_tank,1616391226751044752,7693
water_tank,1616391236475676839,0
water_tank,1616391247506996744,7561
water_tank,1616391257464721695,0
water_tank,1616391267478516556,0
water_tank,1616391297564454230,0
water_tank,1616391327661032592,0
water_tank,1616391357983133671,0
water_tank,1616391387838312324,0
water_tank,1616391417949554660,0
water_tank,1616391448015480971,0
water_tank,1616391478109420063,0
water_tank,1616391508189923994,0
water_tank,1616391538280074225,0
water_tank,1616391568394289586,0
water_tank,1616391598527042822,0
water_tank,1616391628606512855,0
water_tank,1616391658698333263,0
water_tank,1616391688815381359,0
water_tank,1616391718905160372,0
water_tank,1616391749022096004,0
water_tank,1616391779167367535,0
water_tank,1616391809239676664,0
water_tank,1616391839335448356,0
water_tank,1616391869434850462,0
water_tank,1616391899737463753,0
water_tank,1616391929628022791,0
water_tank,1616391959756895506,0
water_tank,1616391989800838838,0
water_tank,1616392019893298861,0
water_tank,1616392049956942052,0
water_tank,1616392080052988642,0
water_tank,1616392110138112723,0
water_tank,1616392140247357571,0
water_tank,1616392170327178094,0
water_tank,1616392200595899409,0
water_tank,1616392230466969090,0
water_tank,1616392260546287300,0
water_tank,1616392290648646986,0
water_tank,1616392320757641041,0
water_tank,1616392350802296226,0
water_tank,1616392380883890898,0
water_tank,1616392410965306120,0
water_tank,1616392441047151905,0
water_tank,1616392471144488044,0
water_tank,1616392501252307606,0
water_tank,1616392531297435027,0
water_tank,1616392561392729657,0
water_tank,1616392591477910561,0
water_tank,1616392621951122681,0
water_tank,1616392651645446522,0
water_tank,1616392681741255046,0
water_tank,1616392711837790993,0
water_tank,1616392741965468179,0
water_tank,1616392772347355105,0
water_tank,1616392802173981058,0
water_tank,1616392832268280384,0
water_tank,1616392862626880390,0
water_tank,1616392892478559915,0
water_tank,1616392922592769375,0
water_tank,1616392952687771240,0
water_tank,1616392982788109945,0
water_tank,1616393012893186752,0
water_tank,1616393043026715573,0
water_tank,1616393073101355906,0
water_tank,1616393103215179504,0
water_tank,1616393133312058963,0
water_tank,1616393163614086285,0
water_tank,1616393193505341219,0
water_tank,1616393223636834671,0
water_tank,1616393253723347567,0
water_tank,1616393283833394338,0
water_tank,1616393313964635208,0
water_tank,1616393344079520388,0
water_tank,1616393374219903142,0
water_tank,1616393404388076237,0
water_tank,1616393434728798764,0
water_tank,1616393464793583232,0
water_tank,1616393477397906792,6765
water_tank,1616393487397130870,0
water_tank,1616393517495140734,0
water_tank,1616393547595698805,0
water_tank,1616393577727123075,0
water_tank,1616393607788981876,0
water_tank,1616393637879479667,0
water_tank,1616393668327394306,0
water_tank,1616393698053997988,0
water_tank,1616393728143318143,0
water_tank,1616393758247016182,0
water_tank,1616393788292241823,0
water_tank,1616393818373380949,0
water_tank,1616393848470215972,0
water_tank,1616393878549449381,0
water_tank,1616393908629412583,0
water_tank,1616393938746319683,0
water_tank,1616393968787631381,0
water_tank,1616393998882263423,0
water_tank,1616394029172418705,0
water_tank,1616394059061986826,0
water_tank,1616394089156273250,0
water_tank,1616394119317751004,0
water_tank,1616394149715500930,0
water_tank,1616394179504521927,0
water_tank,1616394209616877065,0
water_tank,1616394239730121549,0
water_tank,1616394253747024258,3448
water_tank,1616394263745327436,0
water_tank,1616394293907771874,0
water_tank,1616394323986468225,0
water_tank,1616394354084814671,0
water_tank,1616394384382967598,0
water_tank,1616394414286163795,0
water_tank,1616394444387819398,0
water_tank,1616394474502853867,0
water_tank,1616394504911593731,0
water_tank,1616394534623495615,0
water_tank,1616394564700854482,0
water_tank,1616394594804569260,0
water_tank,1616394624875619852,0
water_tank,1616394655296687730,0
water_tank,1616394685037137436,0
water_tank,1616394715136424052,0
water_tank,1616394745418076025,0
water_tank,1616394775291726929,0
water_tank,1616394805692041329,0
water_tank,1616394835517182313,0
water_tank,1616394865577952956,0
water_tank,1616394895672575175,0
water_tank,1616394925790136602,0
water_tank,1616394955901736274,0
water_tank,1616394986029389406,0
water_tank,1616395016157395589,0
water_tank,1616395046445700534,0
water_tank,1616395076347641596,0
water_tank,1616395106458542367,0
water_tank,1616395136571463762,0
water_tank,1616395166683540380,0
water_tank,1616395196818003917,0
water_tank,1616395226888905457,0
water_tank,1616395257002426251,0
water_tank,1616395287112325271,0
water_tank,1616395317239967680,0
water_tank,1616395347575921680,0
water_tank,1616395377536574375,0
water_tank,1616395407625417002,0
water_tank,1616395437736205658,0
water_tank,1616395467862734678,0
water_tank,1616395497975394533,0
water_tank,1616395528103655141,0
water_tank,1616395558246909661,0
water_tank,1616395585409621000,2785
water_tank,1616395595430675993,0
water_tank,1616395625524825746,0
water_tank,1616395655637368422,0
water_tank,1616395685716414283,0
water_tank,1616395706304587529,11142
water_tank,1616395716307971162,0
water_tank,1616395727618226411,15652
water_tank,1616395737656750610,0
water_tank,1616395747613536676,0
water_tank,1616395777715659191,0
water_tank,1616395807811907080,0
water_tank,1616395817812945166,0
water_tank,1616395847911086154,0
water_tank,1616395878018999682,0
water_tank,1616395908131522584,0
water_tank,1616395938507336801,0
water_tank,1616395968338197507,0
water_tank,1616395986544749304,7826
water_tank,1616395996545692226,0
water_tank,1616396013196019533,15785
water_tank,1616396023173780497,0
water_tank,1616396033169072779,0
water_tank,1616396043169803316,0
water_tank,1616396073546585310,0
water_tank,1616396103446704425,0
water_tank,1616396133578741926,0
water_tank,1616396148146082675,11142
water_tank,1616396158144337760,0
water_tank,1616396188260308054,0
water_tank,1616396218351940759,0
water_tank,1616396248451487271,0
water_tank,1616396278566658824,0
water_tank,1616396308622542101,0
water_tank,1616396319268303062,10744
water_tank,1616396328910243821,0
water_tank,1616396358974225707,0
water_tank,1616396368981142363,0
water_tank,1616396378957114313,0
water_tank,1616396393166774525,3050
water_tank,1616396403157401462,0
water_tank,1616396433487055454,0
water_tank,1616396463357334686,0
water_tank,1616396493463484909,0
water_tank,1616396523503791592,0
water_tank,1616396553639046802,0
water_tank,1616396563579731435,0
water_tank,1616396593675954697,0
water_tank,1616396604044216346,0
water_tank,1616396633771189708,0
water_tank,1616396663906905857,0
water_tank,1616396693946783848,0
water_tank,1616396724027045624,0
water_tank,1616396754447338453,0
water_tank,1616396784216680376,0
water_tank,1616396794425899010,0
water_tank,1616396804208292036,0
water_tank,1616396821037454124,5040
water_tank,1616396831240099969,0
water_tank,1616396861063019851,0
water_tank,1616396891142738317,0
water_tank,1616396921225002692,0
water_tank,1616396951318917079,0
water_tank,1616396977591474331,2387
water_tank,1616396987597685629,0
water_tank,1616397017675944803,0
water_tank,1616397047773588728,0
water_tank,1616397077849673162,0
water_tank,1616397107949361329,0
water_tank,1616397138445434517,0
water_tank,1616397162253213415,7428
water_tank,1616397172255762236,0
water_tank,1616397202378052567,0
water_tank,1616397219142420766,15387
water_tank,1616397229146044194,0
water_tank,1616397239144915794,0
water_tank,1616397269241412025,0
water_tank,1616397299337071356,0
water_tank,1616397329417112403,0
water_tank,1616397359493803182,0
water_tank,1616397389647008355,0
water_tank,1616397420039247784,0
water_tank,1616397449766316137,0
water_tank,1616397461463227396,9020
water_tank,1616397471461730249,0
water_tank,1616397501608253935,0
water_tank,1616397526241652527,14193
water_tank,1616397536234082672,0
water_tank,1616397566401271130,0
water_tank,1616397596404175825,0
water_tank,1616397626485386884,0
water_tank,1616397656580051212,0
water_tank,1616397686674389100,0
water_tank,1616397716772614333,0
water_tank,1616397746906575199,0
water_tank,1616397776963414882,0
water_tank,1616397807268528379,0
water_tank,1616397837156150148,0
water_tank,1616397867233241129,0
water_tank,1616397897330161238,0
water_tank,1616397927476458213,0
water_tank,1616397957553368079,0
water_tank,1616397987667660511,0
water_tank,1616398017776833857,0
water_tank,1616398047891327290,0
water_tank,1616398078000417840,0
water_tank,1616398108166560809,0
water_tank,1616398138228813335,0
water_tank,1616398168320280516,0
water_tank,1616398198815051002,0
water_tank,1616398208446983330,0
water_tank,1616398238557211162,0
water_tank,1616398268716548339,0
water_tank,1616398298782082290,0
water_tank,1616398311294038157,7693
water_tank,1616398321296394049,0
water_tank,1616398351405994662,0
water_tank,1616398381485254449,0
water_tank,1616398411579823645,0
water_tank,1616398442019522548,0
water_tank,1616398471827778686,0
water_tank,1616398501889853202,0
water_tank,1616398531977980452,0
water_tank,1616398562077600025,0
water_tank,1616398592173302756,0
water_tank,1616398622265922249,0
water_tank,1616398652398184489,0
water_tank,1616398682472721530,0
water_tank,1616398712568233016,0
water_tank,1616398742663437885,0
water_tank,1616398772760187039,0
water_tank,1616398785256318883,7163
water_tank,1616398795257106140,0
water_tank,1616398825390519559,0
water_tank,1616398855447026680,0
water_tank,1616398885573804390,0
water_tank,1616398915685187618,0
water_tank,1616398945814460153,0
water_tank,1616398975927542120,0
water_tank,1616399006077737644,0
water_tank,1616399036168433394,0
water_tank,1616399066267812804,0
water_tank,1616399096376724790,0
water_tank,1616399126760362887,0
water_tank,1616399156617669124,0
water_tank,1616399186766877450,0
water_tank,1616399216838821396,0
water_tank,1616399246951084107,0
water_tank,1616399277063696524,0
water_tank,1616399307175184272,0
water_tank,1616399324065874410,12336
water_tank,1616399334069176248,0
water_tank,1616399364207251242,0
water_tank,1616399394262081430,0
water_tank,1616399424357490880,0
water_tank,1616399454436214189,0
water_tank,1616399484535335891,0
water_tank,1616399514630661902,0
water_tank,1616399544757290856,0
water_tank,1616399574822839842,0
water_tank,1616399604902658147,0
water_tank,1616399634998883803,0
water_tank,1616399665091421837,0
water_tank,1616399687790723540,9020
water_tank,1616399697797430269,0
water_tank,1616399727947642101,0
water_tank,1616399758019470662,0
water_tank,1616399788115485343,0
water_tank,1616399818212017228,0
water_tank,1616399848320749224,0
water_tank,1616399878766329126,0
water_tank,1616399908596768003,0
water_tank,1616399938656701137,0
water_tank,1616399968755666665,0
water_tank,1616399998847999278,0
water_tank,1616400028958756406,0
water_tank,1616400059038572938,0
water_tank,1616400089166929102,0
water_tank,1616400119236063105,0
water_tank,1616400149341882209,0
water_tank,1616400179456261997,0
water_tank,1616400209565027038,0
water_tank,1616400239691851287,0
water_tank,1616400269856687835,0
water_tank,1616400299917738817,0
water_tank,1616400330026769152,0
water_tank,1616400360121761109,0
water_tank,1616400390220039675,0
water_tank,1616400420330006768,0
water_tank,1616400450480155627,0
water_tank,1616400475646904139,7693
water_tank,1616400485646079708,0
water_tank,1616400512746771785,6367
water_tank,1616400522554351033,0
water_tank,1616400552649783900,0
water_tank,1616400583113727905,0
water_tank,1616400613144784062,0
water_tank,1616400643220220543,0
water_tank,1616400673091374808,0
water_tank,1616400703174628198,0
water_tank,1616400733288105296,0
water_tank,1616400763381628280,0
water_tank,1616400793478919429,0
water_tank,1616400823611460417,0
water_tank,1616400853689168570,0
water_tank,1616400883802122316,0
water_tank,1616400913895325990,0
water_tank,1616400944004278692,0
water_tank,1616400974131812298,0
water_tank,1616401004276534091,0
water_tank,1616401034344307533,0
water_tank,1616401064439267276,0
water_tank,1616401094550719006,0
water_tank,1616401124663308793,0
water_tank,1616401154777991536,0
water_tank,1616401184868763766,0
water_tank,1616401214965695681,0
water_tank,1616401245061467400,0
water_tank,1616401275155891776,0
water_tank,1616401305270965332,0
water_tank,1616401335383427535,0
water_tank,1616401365466872744,0
water_tank,1616401395541447694,0
water_tank,1616401425636792749,0
water_tank,1616401455733562469,0
water_tank,1616401485828938843,0
water_tank,1616401515938750342,0
water_tank,1616401525976890708,0
water_tank,1616401535940669662,0
water_tank,1616401566034060539,0
water_tank,1616401596130240249,0
water_tank,1616401626226965529,0
water_tank,1616401651822946175,5438
water_tank,1616401661828481581,0
water_tank,1616401691939771603,0
water_tank,1616401722034004775,0
water_tank,1616401752144216918,0
water_tank,1616401782239153100,0
water_tank,1616401812351098508,0
water_tank,1616401842445660629,0
water_tank,1616401872529081601,0
water_tank,1616401902656260546,0
water_tank,1616401933101580991,0
water_tank,1616401963101033436,0
water_tank,1616401992927261292,0
water_tank,1616402023022855743,0
water_tank,1616402053132621487,0
water_tank,1616402083269447843,0
water_tank,1616402113324193682,0
water_tank,1616402143437213858,0
water_tank,1616402173534145972,0
water_tank,1616402203632353746,0
water_tank,1616402233721458820,0
water_tank,1616402263856914450,0
water_tank,1616402293932585256,0
water_tank,1616402324026603177,0
water_tank,1616402354104548136,0
water_tank,1616402384201914853,0
water_tank,1616402394199559957,0
water_tank,1616402424280610097,0
water_tank,1616402454400032977,0
water_tank,1616402484454792150,0
water_tank,1616402514556170780,0
water_tank,1616402544627658946,0
water_tank,1616402575095734884,0
water_tank,1616402605070163947,0
water_tank,1616402634966920408,0
water_tank,1616402665030209866,0
water_tank,1616402695128092111,0
water_tank,1616402725221972717,0
water_tank,1616402755321907297,0
water_tank,1616402785416047182,0
water_tank,1616402798636190157,14060
water_tank,1616402808597167455,0
water_tank,1616402838691416711,0
water_tank,1616402869091064055,0
water_tank,1616402898915357220,0
water_tank,1616402929010971826,0
water_tank,1616402959091901308,0
water_tank,1616402989231871487,0
water_tank,1616403019266568908,0
water_tank,1616403049361999791,0
water_tank,1616403079472240488,0
water_tank,1616403109540908041,0
water_tank,1616403139635573987,0
water_tank,1616403169766310978,0
water_tank,1616403199827822331,0
water_tank,1616403229924990200,0
water_tank,1616403260022078541,0
water_tank,1616403290114707422,0
water_tank,1616403320433698226,0
water_tank,1616403350356229720,0
water_tank,1616403380629999459,0
water_tank,1616403410518658875,0
water_tank,1616403440611295112,0
water_tank,1616403470704277031,0
water_tank,1616403500800303624,0
water_tank,1616403530938761734,0
water_tank,1616403561029594081,0
water_tank,1616403591102907330,0
